,Content
7516,arrived with the crew and the aircraft Wunala made her way to the Qantas hanger at the eastern end of the airport
7517,Tom Bradley terminal had a lot of traffic. Good is they have facial recognition which means they do not have to scan boarding passes at all.
7518,I hate Los Angeles the city but on intl flights I can get from my seat to my car in 25 minutes by using the Mobile Passport Control app and parking at the official economy parking with it's frequent buses.
7519,"As a Delta traveler flying through LAX, the new terminal experience looks very nice, but can be very crowded and a lot of walking from check-in to gate. The Sky Club is spacious and grand, and the views and outdoor area are a nice touch, but it's often crowded and out of the way, far from where your gates will actually be. The gate areas themselves are decently well organized, amenities are easily accessible from just about any gate."
7520,"Louisville is an okay airport. It's close to downtown and nearby to famous sites you would likely visit like Churchill to distilleries. Also the airport itself looks nice, but is shorthanded on choices and so forth. I had a morning flight, and I did my research and ate before I went since the only true breakfast choices past security is Starbucks and Chilis. Rest weren't open yet. Also like any Starbucks in an airport, it was painfully packed for those who needed caffeine to survive the day. The shops are fine. There is a whiskey store, but if you fly out Sunday, they can't start selling until 1pm due to blue laws nonsense that should be off the books. I digress, I wasn't planning on getting anything, but they had some good whiskies as a last minute gift idea. Otherwise your stores are basically the news store with snacks and a magazine. I didn't see a full book store at all, or an electronic store. But the news stores to vending machines sold a good selection of headphones. Finally, the seating is outdated. They don't have outlets at all outside of a random wall spot that I was lucky to find at an empty gate that morning, but no luck at a full gate. Wifi worked on my phone, but not on my PC. It refused to be authorized. Overall it's an okay airport. It's clean, lighting is good, and the facilities work. The only huge issue is the wifi for me at least. But the biggest issue is the lack of outlets in 2022. That is a necessity nowadays for work to entertainment. p.s.: TSA precheck was a little slow for some reason. Not a long or crazy line, but it dragged. Especially compared to other airports like O'Hare to EWR."
7521,"Nice, easy airport to get around and fairly good shopping & food for a small airport. Downsides: VERY slow Wi-Fi, and no airline clubs other than a USO club."
7522,Nice for spotting US Army aircrafts are parked
7525,"Really an easy airport, probably one of the easiest to get through that I've been in. It's a small regional so don't expect lounges or anything like that, but there were a couple decent looking places for food and a drink. Just a really pleasantly quiet quick and easy airport!"
7526,"MSN is one of the easiest airports to navigate. Only operates 13 gates with 4 airlines. Gates 1-2 are airport communal used mostly by Delta. Gate 3 is used by Frontier, gates 4-6 operated by United, gates 7-10 are operated by Delta and gate 12-13 operated by American with gate 11 being the third communal gate usable by all airlines. The airport just renovated all of their dining options with mostly being grab-n-go foods that could be of better quality. There is only one sit down restaurant and one wine bar that are post-security. TSA is super efficient and friendly and ticketing for all airlines is in one central area where wait times are minimal to none! Definitely love traveling this airport."
7535,Very fast through this airport. we touched down at 12.01pm and were loading cases into hire car by 12.35! This airport is normally quick to get through immigration etc. but this time I couldn't believe how fast we were through and off on our way
7536,Melbourne has vastly improved during the pandemic with the new renovations rivaling TPA and FLL as one of the nicest airports in Florida.
7538,"Easiest flight out of an airport I have had in years, 30 seconds at security and no obstructions or delays. Bathrooms were very clean as well."
7539,"Not much to see or do here, but the small size makes traveling here a painless experience. Security is almost always fast, and there's no traffic getting in or out. Don't go expecting great transit connections though."
7540,"Nice and simple airport, no crazy turns and routes to get around the airport. But it could use abit more amenities."
7541,"THIS IS A GREAT AIRPORT , NO CROWDS LOTS OF ROOM IN THE TERMINAL AREA NICE PEOPLE , NOT MUCH ON FOOD . BUT NOT ENOUGH FLIGHTS , I T COULD USE MORE FLIGHTS IN AND OUT, THE ONLY PLACE WHERE THE TSA PEOPLE ARFE HAPPY AND SMILE"
7542,Economy parking is now $10 a day.... Surrounding parking lots are also $10. No longer cheaper to park.
7544,It is a good airport for its size there is an okay seating area but that may change with the new concourse b
7545,MEM's new B concourse is way better than I had imagined! I feeling like I am walking around a European airport.
7546,"It is an outdated airport with barely any shops and good inside. However, there is a new terminal being built and it looks very nice but they will not open it even though it is done. Security was easy with TSA precheck but get there early during covid to get your tickets because it is packed around 6am."
7547,Always park at the economy garage for the best rates ($6 / day) and take the covered walkway to the terminal. TSA may question you about why you're bringing camera equipment through for some reason.
7548,"A great airport, easy to get to. The lines were nice and quick, and I was at my flight 30 minutes earlier than I expected."
7549,I actually don't remember anything much about this airport. I was here for a connecting flight (started in Jacksonville FL and was on the way to Las Vegas).
7550,"Easy access to the ticketing and gates. Had a little hard time with a CSR in Memphis with jumpseat agreements. Upon arriving to Memphis, the car rental was a very long walk. Surprised by the long walk (it was also 27 degrees so it wasn't feeling like a casual stroll either). Easy check in and check out."
7553,"Feels fairly dated and cramped, even in the American areas, which is surprising for a hub. The main concourse areas have a little character but off the main drag it's in desperate need of a facelift. That's all the more true if you're not flying American."
7556,"Immigration and baggage claims are annoying when you are transferring on your flight. They have quite strict security and I had to go through the baggage claim and immigration / customs again because of the security, which is not good if you have a transfer flight in less than 1 hour."
7557,"Poor food options in the H/J Concourses, Security line was over 30 minutes at the H checkpoint as they had Regular & TSApre line combined and verified by enterance. By the time it was my tern to enter the regular line, the lady checking the boarding passes (not a TSA employee) stopped us from entering for 5ish minutes when we could have entered"
7558,"Poor food options in the H/J Concourses, Security line was over 30 minutes at the H checkpoint as they had Regular & TSApre line combined and verified by enterance. By the time it was my tern to enter the regular line, the lady checking the boarding passes (not a TSA employee) stopped us from entering for 5ish minutes when we could have entered"
7559,"Poor food options in the H/J Concourses, Security line was over 30 minutes at the H checkpoint as they had Regular & TSApre line combined and verified by enterance. By the time it was my tern to enter the regular line, the lady checking the boarding passes (not a TSA employee) stopped us from entering for 5ish minutes when we could have entered"
7560,"Some traffic entering the terminal on a busy travel day, but not nearly as bad as I've experienced in other US airports. Terminal experience was pretty average in the north terminal, though I still believe that MIA has some of the best dining options in the whole country, simply because they have Latin food (and Cafe Versailles). The Amex lounge is quickly becoming too small for its demand in Miami."
7561,"Hi. I am Nicholas, and I am writing this to let you all hear my enjoyment about MIA int’l airport. Getting into the airport, there wasn’t too much traffic for me, because it was a weekday I think. Check in was great, the reason I love the security check is because I saw a cat in there, and I love cats. Terminal facilities were cool, but I don’t know about their Wi-Fi because I used my cellular data. The Starbucks in there was great and I didn’t visit the Lounge, so I don’t know about it either. Overall, it’s a 4/5 for me."
7562,"Relatively quick check-in and security check, but the E terminal is very dated and very cramped, especially for an A380."
7564,"Perfect. Airport is a good size because it used to be a hub, but since it isn't anymore, there is plenty of space and no overcrowding. Fast, efficient, pleasant TSA, etc. All pros, no cons other than I wish the free wifi was a bit faster."
7565,the airport is clean and its location is convenient because it is so close to downtown and wifi was fast and there was plenty of food options
7566,Milwaukee is a clean airport at least in the concourse I flew into. it has got good food options and the layout Is simple
7567,"I may be biased due to me living in Milwaukee, however I find that as frequent as I fly Southwest, I always love flying out of Concourse C. Yes, D might be bigger and do not get me wrong I loved the days when I could fly Southwest out of D post- Midwest, however the Concourse always seems lively, it has a Starbucks, food, and even a kids play area. Security has never taken more than 5 minutes, and I LOVE the retro vibe you get when walking into the check in area."
7568,"Getting in and out of MKE is a breeze, and it features one of my favourite Delta Sky Clubs. With that said, there aren't many dining or retail options after security, on the D Concourse at least. Also, I have had issues in the past with TSA regarding checking oversized items."
7569,i love ur airport i made a fake flight just to say that i like this airport_________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
7570,"Not very many food options on terminal D. It's pretty much just one restaurant. The restaurant is good, but there isn't much else. It's Starbucks, that restaurant, or gift shop sandwiches."
7571,"great airport that had public transportation. Great eateries, a wonderful museum, and very nice facilities."
7572,"C19 has destroyed air travel, no one is out. Twelve pax on flight. You can tell that the employees are stressed."
7573,"Checking into flights at small airports is the way to go. Little traffic, small and quick lines to check in, and relatively short TSA checkpoints. Even without pre-check, we were through pretty quickly. Of course the terminal has fewer amenities than ORD or PHX, but it's sufficient. I didn't need not did I check for wifi or lounges."
7576,Very quick TSA check. Very clean and nice bathrooms. Nice restaurants and cafes. Very friendly gate agent. Recommended.
7577,"One of the best laid-out airports in the country with excellent facilities that keep being improved upon. Even this transfer, from Concourse C to G, was straightforward, by taking the back route and avoiding the main concourse. The 3 Delta lounges are excellent, including the brand-new one in Terminal G, which is one of the best in the US."
7578,"Terminal is clean and modern, and security did not take long. Signs are readable and informative. There is no diplomatic line at passport control. When arriving, getting to the light rail station is a bit tedious, but it’s easy to follow the signs."
7579,"this airport is amazing! the security is super nice, Airport is rarely packed but I did have to wait some time for a car rental other than that it's amazing"
7580,"MSP is not a bad airport. Access, parking, and the screening were all pretty easy and quick. Facilities are clean and maintained."
7581,"I personally enjoy being at the Minneapolis Airport! If you have a long layover I suggest you don’t fly Southwest, JetBlue, or Suncountry, because there’s not a lot of food choices, 3 restaurants, Starbucks and a small shop with snacks."
7582,"Terminal 1 at Minneapolis/St Paul is easily one of the best airport experiences in the US. It has plenty of space to get a quite spot to sit, a lot of food options, plenty of shops, including things that are not the standard hudson news and similar stores. it has a book shop, a couple of outdoor clothing stores, even a store devoted to minnesota icon Prince. just all around excellent. I've never been delayed there, but if I had to be I wouldn't complain."
7583,Quite a few restaurants were closed and whatever was open was fairly busy with long lines. American Airlines E gates are almost always cramped due to the airline having multitude of delays.
7584,"Another great experience departing from MSP. The airport was busy, but I had no issues getting through check-in and security in a very timely fashion."
7590,Nice to return to my hometown. Visit to the Monterey Bay Aquarium with my wife and our young daughter was a real treat!
7591,"The convenience factor cannot be overlooked. It's also fun to ground load. The terminal post-security consists of four walls, some seats, and a bathroom."
7592,"Small, regional airport. Very convenient if you are staying in the Monterey / Carmel area. The have streamlined screening for TSA Pre-check, but no specific pre-check line and no priority access line. This is an airport with no jet bridges - you must use stairs to get on and off the plane"
7596,"The location is excellent, right on the beach, and easy to get to. Just not all airlines serve this airport."
7597,Easy airport. Not too big. Good shops and restaurants. Just right. Can get pretty busy at the right times.
7598,"Always a lovely airport. Clean with friendly staff, a good amount of food options and it looks very modern in and outside."
7599,Absolutely love MYR. Perfect amount of accommodations for the size of the airport. Always clean and friendly staff. Easy check in and TSA line.
7600,As my home airport it was pleasant flying home after two months. It’s not too large but it’s big enough. Very modernized at least in the new terminal. Nacho hippo is great make sure to stop by. Staff is always great.
7602,"Really nice, well kept, small airport. Everyone was friendly, even at 11 PM."
7603,"Once the construction activities are done, it'll probably be less annoying to get around. For now infrastructure improvements while important suck when they're being made but greatly appreciate once they're complete. Just, the pricing of the economy parking nearly makes flying out of my closest airport an attractive choice."
7604,"Nashville airport is easy to navigate and TSA lines are well marked. Did not take but 15 minutes or less to get through. Very expensive parking, especially long-term “economy” lots!"
7605,Nashville is a clean airport with friendly staff and I totally recommend it to anyone flying out of Tennessee
7606,Nashville is a clean airport with friendly staff although a 5 star rating may be biased because I had TSA PRE regular security lines looked short For an airport of this growing magnitude
7607,"Very nice but compact South terminal due to construction at the moment, so arrive early, but otherwise very good"
7608,Pretty nice terminal with good facilities and nice staff. I also think the food and retail services within the terminal.
7609,"One of the best airports I’ve been to. Very fast through security, parking was not difficult and the airport is pretty easy to navigate. They are still doing a lot of renovations and a lot of the stores are closed, but it was still a great experience!"
7611,"A lot of choices to wait out your 3-4 hour Southwest Airlines delay! You can find the normal shops and stores, but there are also ""Music City"" themed restaurants like Gibson's and Tootsies! The terminal area is very nice!"
7612,absolutely zero lines
7614,"It's an airport...better than some, worse than others. Food and stores seemed somewhat limited and - at least getting down the A concourse - the walk is super long, with no train or moving walkway to ease things. Luckily we had a lot of time."
7615,"Good airport. Could do with some more spacious lounge areas, and security can get a bit hectic at times. Otherwise decent."
7616,"Nice brightly lit airport. Access roads/ramps are still being built (12/21), so congestion in and around the airport area/Rental car return is very likely. Give yourself at least 1/2 hour to return a rental car and get back to the Terminal."
7619,"Hard to say how I'd rate it here (bearing in mind an entirely new airport is under construction). On one hand there's not much to speak of as far as amenities, places to eat and shop, etc. Just small and basic. Big plus though for the place not being an absolute zoo. Felt pretty relaxed compared to larger airports I've been through."
7622,"Immigration clearance a bit of bind, As with most USA airports, expect to take one hour to clear this small airport."
7623,"I must admit I was pretty disappointed with parts of MSY. Getting to the airport and check in aren't bad. The security check is rather hectic going into Terminal C, and it is very narrow. The terminal facilities feel older than most airports. The wifi barely worked, and the food options in terminal C were extremely disappointing."
7626,"JFK, especially the international terminal, is more chaotic than ever. The SkyClubs are overrun with people, so the new club opening will hopefully add more of a respite in the chaos for Delta travelers."
7627,"Somewhat of a small terminal considering the massive scale of JFK, but considering the size of terminal selection of shops was respectable. JFK itself was quite far away. Security lines was super long but At least there was a shortcut for Business/First passengers."
7628,"Terminal 4. TSA pre check is a must. Security wait times can be 40+ minutes. Lots of shops and restaurants. Depending on your gate, be prepared for a lot walking."
7629,Obviously because I was in Business class I flew through that airport at the speed of a plane at takeoff and I was straight into that lounge
7630,Super quick and it was super fun to see all the big cargo planes and all of that flying over and taxiing and stuff
7631,"The airport was very big and beautiful, the CBP officer that I went to was really nice and welcoming. The people are friendly and the airport is just lovely."
7634,"Check in personnel was very rude. Complained that bag drop was about to close in ten minutes, why did I not come earlier. Turns out the flight was even delayed so I got scolded for nothing"
7635,"Such a great airport all around, especially terminal B. Maple Leaf lounge was great too, although no view of the runway/taxiway."
7636,"After landing, realized I forgot the camera in the plane. Staff was very nice and I got it back in 10 mins."
7637,"Although there was a huge traffic jam on the way to the airport, the airport was sparkling clean and efficient as always."
7638,"The new Terminal C is a significant improvement over the old Delta terminal. This is a spacious terminal with plenty of light from the floor to ceiling windows giving views of the airport runways/aprons and CitiField and Arthur Ashe Stadium. The walk from gate 75 to gate 97 was rather long. Restrooms are plentiful and clean; however, in some locations they could use more stalls given the number of passengers who traverse this terminal. Dining options are placed conveniently but expensive. Lunch for one cost $45. The airport WiFi is free and very fast."
7640,"Our connection in LGA was from Gate 85B to 85A. Although the area in which my gates were located had not been renovated yet, the area was still pretty well maintained and I was impressed by the recently renovated areas as we taxied to/from the gates."
7641,"I am very impressed with the new LaGuardia airport. I believe you can take public transport there as well as a motorway which goes to the airport. The security was very quick, less than 5 minutes. The terminal was new and clean and looked like it had lots of shops. The AA lounge was pretty good, it had lots of healthy food. It was a balcony looking onto the airport so it lost marks there."
7642,Airport has been improved massively since the renovation. Everything is clean and sleek and works as it should be.
7643,"Solid airport. Busy, but it was neat and efficient which is all I ask for. Only departed out of this airport, never arrived."
7644,This airport has come along way in the last three years. Very open and airy and lots of retail and restaurants. Fantastic new United club as well.
7645,The new Terminal A is nice I guess. Very clean. The bathrooms are nice and the restaurant/store selection is alright. The view is also nice and the seats are too!
7646,Just a quick transfer but nobody told us that we have to pick up our checked in bag and move it by ourselves to the united stand at the luggage retrieval
7647,"The new renovations at EWR terminal C, are amazing. While renovations are minor, the new signage, new seating, and attention to detail and United branding is nice, sleek, and more modern!"
7648,"do not try to make it here from nyc at 12 am without knowing what you are doing, too many curveballs for the next 3 hours of your life"
7649,There was an extremely long line in terminal C for UAL departures but I had TSA Pre-Check so it was fine. I had to transfer terminals for rental car service. The bathrooms were clean and there was a sufficient amount of retail located every few gates.
7650,Terminal A looks great. Nice Premier Access check-in but it's hidden until you really look for it. New security is really just pre-check but you have to take the same old stuff off of you. The concourses go in descending order which make no sense.
7651,"The check in process was smooth, and the security was fast and there weren’t any complications. The transfer from the train station using the Air Train was easy, and wasn’t tedious at all. The airport felt a bit old and outdated, but other than that, I had a great experience!"
7653,"Flying out of Newark's Terminal B was interesting, as it is home to low-cost carriers, international carriers, and domestic carriers. The mix is interesting and therefore makes the terminal experience crowded."
7659,"This is a nice medium sized airport.\, with quick security lines and fast checkin. My only complaint is creature comforts. Hours for amenities are limited."
7660,"Always have a great experience at ORF, as my home airport I only really have problems with security check as it always takes a very long time every-time.. Food options are great for a smaller airport. I have never been to a lounge in the airport. Overall 4.5/5"
7661,Only 1 hour of free WiFi and signs for southwest departure drop-off was a little confusing for someone not from here. Still giving 5 stars for amazing and clean terminal atmosphere and stores
7662,"The best part about flying in or out of Norfolk is how easy it is to get in and out of the airport. It is, however, a small airport and so facilities, particularly in the age of COVID, are rather sparse. There are no lounges, WiFi is spotty, the security checkpoints frequently mix TSA Pre-Chek and regular passengers (ORF was one of the last airports to get Pre-Chek) and the check-in experience can range from one star to five, but is usually quite good."
7666,"At one time, OAK was a great airport. Now, terminal 2 (Southwest) is a piece of crap. There used to be a moving sidewalk to help you get to the far gates (e.g. 29-32). They ripped it out to put in more overpriced restaurants. They also have windows facing the ramp frosted so you can't see the planes."
7667,Compact easy to navigate airport. Much easier and quicker than SFO when flying to the Bay Area. My go to airport in the Bay Area.
7669,Easy Airport. Relatively clean/simple to navigate. Currently there is some construction so concessions/food options are a little more limited. Wifi is decent & free. LOVE the Escape lounge. Main complaint is checked bags always seem slow for an airport of this size.
7670,"Fairly small airport, immigration can be slow. But cheaper to fly to than SFO and takes a similar time to get to the airport."
7671,This was my first time at Oakland International Airport. I would always fly from KSJC or KSFO. My first impression of the airport is really good.
7673,I understand food in airports are expensive but the prices here are too pricey. There was no where for me to sit and wait for the flight.
7674,"Recommend 100% for connection to San Francisco. BART is just $10 to Downtown SF and frequent! I can only speak for security check in Terminal 1, but both times I went through it it was quick and efficient - no hassle. For 32 gates, good food options and handy tech vending machines with headphones etc."
7675,"Oakland, the closest major airport to my home, is great due to it's variety of flights while still being a small and manageable airport. The lines for check-in and security aren't nearly as long as nearby airports like SJC and SFO. The terminal is clean, and the gates are more modern in design, however the ticket counters look quite old. Overall a great airport to fly out of. My one qualm is the lack of retail and food choices available in terminal one. Terminal 2 is completely Southwest, so if you're flying any other airline your food choices will be quite limited unless you trek over to terminal 2 after going through security. There are no food or retail options before security in either terminal"
7676,"Oklahoma city airport is a smaller airport with not many restaurants inside. However, the lines are short in security and the gates are all really close to security. There are not alot of shops here."
7677,Nice airport with very friendly staff. Shame International flights do not fly into here as this hub has a lot to offer.
7678,"Arrival---there is free wifi, its under Boingo Hotspot. Bigger terminal that I had thought. Fast baggage claim. Stopped off at the bathrooom on arrival and suitcase was already on the belt by the time I got there. Many taxis waiting right outside. Departure---fast security. Was at the airport 4:30 AM, the few shops were open at that time, restaurants opened around 5 AM. Once again, free wifi, but for some reason couldn't connect to Facebook... worked well on other sites. Wifi connection probably not as secure as it should be. Taxi from Bricktown to the airport and vice versa costs between $30-$40. Had a 6 AM departure and booked the taxi from the hotel the day before which may have increased the price."
7679,Needs free wifi
7680,New fastback security line is good. But why not free wifi?
7681,Security lines are always to long and no free wifi. Otherwise nice and small
7682,"Acceptable airport that has a decent variety of airlines/destinations. Quick to get to and get through, and easy to get upgraded on flights with any degree of status since the flights are not crowded."
7684,"Very nice airport... plenty of taxis outside with fixed fares to the hotels. Baggage came through quickly. Check-in a breeze and probably the nicest TSA folks at security I've ever dealt with. Great free wifi, but once you get through security check, food options are very limited, atleast in the B Concourse where I arrived and departed."
7685,"The best part about flying out of Omaha is never having to be worried about security lines. You can be through check-in and security after 15 minutes max. Dining options are limited post-security, however."
7686,"The best part about flying out of Omaha is never having to be worried about security lines. You can be through check-in and security after 15 minutes max. Dining options are limited post-security, however."
7687,"Waited over a hour to claim baggage,United have outsourced this airport so service is appalling and contractors shouting at each other on the jet bridge."
7689,Terminal 4 is this bizarre mix of operational efficiency with an appalling lack of selection in retail and restaurant options.
7690,ONT is good alternative option for traveling to the LA area. Its small and there isn't much but it gets the job done. The baggage claim area is a bit to small even for an airport which is small to begin with
7693,"Ontario Airport is nice from the perspective of getting to the airport and going through security (though TSA Precheck was closed when I arrived at 6 pm). Terminal 4, though, is pretty lacking in amenities. At 6:30 pm, all of the restaurants weren't even open."
7694,"ONT is one of the world's most generic airports. ONT is good for flying in and out of due to non-existent security lines, but it only has sub-par food offerings, no-name retail stores, and not much else."
7696,Adequate.
7697,Quick and easy check-in process. Short security lines. Ample seating. Poor food selection.
7698,Orlando Airport is kind of busy airport with long lines to Security. The airport is well Maintenace with several food options. Free WIFI and plenty of Disney stores. Long lines to bathrooms are a pain.
7699,"Avis Car rental is a bit confusing. I saw the name GHATAK, A in display board. But there was no additional info. Finally, got a Chrysler Mini Van."
7701,"As ever, MCO's transit links are terrible so I had to book an external shuttle to get there. The security check is abhorrent and shows no signs of improving, there was an almost 40 minute wait. Sun Country uses the same wing of Terminal B as Air Canada which is decent and the food options are good."
7702,Waited over 3 hours for my bags. I had done pre check and the bags still went to customs and back 5 times.
7703,"Wish they’re was more food offerings and TSA would be modernized. I recommend doing the clear reserve which is free of charge and will save you a ton of time at security. I’m so used to the enhanced TSA machines which are new, efficient, and smooth. These are not and I feel it slows down the process. Plus more physical labor is required having to push the bin down to the metal detector lol."
7704,Terminal A where Spirit has their gates is a lot more crowded and congested than the other terminals.
7705,"Check in was mixed, the staff mainly speak Spanish to each other. So they talk about you in front of you, but won't say anything to you. TSA sucks here, first negative TSA experience."
7706,Super smooth facilities upon arrival but arriving internationally from Terminal C is very tiresome as it involved a very long walk to customs and immigration. You collect your bag before you go to the CBP. The system was completely automated.
7707,Orlando airport is super huge and easy to get lost in me and my family have only been there once and it took us forever just to get to the Disney buses so try not to get lost
7708,"Honestly MCO isn’t a bad airport if you have pre-check, but I only give them 4 stars because they don’t have liquid pour-out stations near/at security, so you have to pour your drink in the atrium plants. ????"
7709,"Check in, security- all need big improvements, terrible slovly miving queues everywhere. Staff is extremely slow and little helpful....frankly speaking, didn't expect like that....downgrade from 2022 is significant....."
7710,"When I got there for my return flight, I got there by Lyft to Terminal C. The lounge is good, but I can't say for immigration/baggage claim as I did a domestic flight with a carry-on."
7711,"I think in my honest opinion that this airport is one of the beast airport to fly out of if possible. although it has some issues with wifi and food services, i think this is a great airport!"
7712,"Orlando-Sanford actually surprised me as it used to be really bad, but with renovations and modernization came a better airport. The new tiles floor looks great and the new exhibit is really cool. I wish there was more color to the airport however and that there were more dining options."
7715,"My flight lands and I deboard the airplane at terminal 3 A, when I got off I was expecting to walk directly into the terminal, but I guess that's not the case at Orlando/Sanford, I walked through 7 doors in order to get to the main terminal, I've been to a ton of airports before and I've never had to do this. When I was walking through the airport waiting for the shuttle to pick me up I went to one of the stores to get something to drink, nothing had price tags on it, and when I asked the lady how much something costs she said ""I don't know"", it was $3.75 for a normal bottle of coke, if I got it on the plane it was $2."
7716,"Getting to the airport was easy enough. Long term parking was close and convenient but expensive ($14 per day with no cap). Terminal was pretty crowded. Food options not great, particularly bad upstairs past security. Wifi exists but not functional with crowds present. Will probably fly through here again given it will be only decent option for a specific flight, but would not choose it if other options were available."
7718,"Overall, what this airport lacks in terminal food options and shopping, it makes up for in convenience. I can get from parking my car to my gate in under 10 minutes on a good day. Check in online and save time at the counter, though. Those lines seem really long every time I come through."
7720,"Orlando Sanford features a lounge, with many facilities. Easy to navigate. However, some boarding screens were inaccurate. The friendly staff were able to help us out, though."
7722,"A very very very nice airport, because most of the airport is outside, which is very different. There isn't that much to do after security, and this airport is barely ever too busy, so security is fine."
7724,This was my first time transiting through PSP and was amazed at the airport's layout. The mostly outdoors layout was nice too.
7725,"Great boutique airport! Grass post-security to stretch out on and catch the last few rays of sun; much of the airport is open-air; modern design with updated restaurants and facilities. Small, but nice!"
7728,"An amazing airport for how small and how much traffic it gets, but getting bags checked is very hectic for a small airport, even EWR was faster with even more people! But still is an amazing airport!"
7729,Easy to get rental cars.
7730,Security is slower that ATL
7731,"Not been on a UK to domestic US transfer for a while, really surprised, 20 mins from disembarking I was happily esconced in the Admirals Club!"
7732,"I may be a little bit biased due to Philly airport, but I do believe it is a very nice airport for domestic travel, especially along the East Coast and I hope more international carriers from Europe start flying here."
7733,Smooth airport. No security. You can just walk out. Taxis are available as soon as you walk out. Bridges connect to the terminal’s parking garage to the terminal itself. Nice airport! Great shop and restaurant selection too.
7734,Let's just say you ain't gonna be hungry ever. Philly Airport is jam packed with services and food places. It's not massive and is easy to traverse.
7735,Leave time for connections.. if you come in Top of terminal A its a long walk just to shuttle.. If you have to walk to Terminal 4 its a HIKE not a walk :-)
7737,"If you think you should be there by whenever, be there an half an hour earlier, less people at check in, open space at gates, time to walk around. Just be early"
7738,"Not too crowded. Shuttle took me from one terminal to the other. Security slightly outdated, had to take all laptops/ipads/drones etc. out of bags. Easy entry with Visa (took about 5-10 minutes in total)."
7740,"The Avis Rental Car Facility was so poorly managed. We waited for two hours in the cold sitting night. Watch out for Karen’s though, because they were also a part cause. Two ladies stood there at the desk demanding a Chrysler minivan. They were offered a Honda minivan, the only type they had at the time (9:00 pm), and threw a tantrum like a toddler."
7741,"Small airport, can make for some longer wait times while going through security, but staff are more friendly and parking is drastically easier than somewhere like EWR or JFK."
7746,Clear understaffed and stuck in the middle of the process to upgrade people's profile ... had to go regular TSA-Pre
7747,"Good airport. Everything is centrally located, making access from the concourses simple. Terminal is clean, and the baggage claim didn’t take long at all. Pre clearance was allowed so I didn’t have to go through customs. Lots of clear windows to spot planes from. However I would suggest adding some more seating to the B gates. Some people were sitting on the floor considering how busy it got, when I deplaned."
7748,"Good airport. Everything is centrally located, making access from the concourses simple. Terminal is clean, and the baggage claim didn’t take long at all. Pre clearance was allowed so I didn’t have to go through customs. Lots of clear windows to spot planes from. However I would suggest adding some more seating to the B gates. Some people were sitting on the floor considering how busy it got, when I deplaned."
7749,"Very cool airport, with great and modern architecture. Lots of retail and services, such as a museum. Very clean and efficient."
7750,This flight was done during the mask mandate in sky harbor and was a pain to get through the airport and trying to get food was hard as everything was closed.
7751,"For the time I was there, which wasn't that long, it was fine. Check-in and security was fine, but would have been better if we didn't get dropped off at the wrong place. Getting to the airport is really easy, with all the road options in the Phoenix metro area. The terminals had good food options. I remember there being a Starbucks and some bar restaurants in the terminal I was in. There was good enough Wifi and plenty of lounge space. Baggage claim is nice. Overall, a nice airport."
7752,"Was very spacious and clean. Was a bit of a walk from the end of terminal F. Staff were very helpful, and kind"
7753,"Overall very happy with Phoenix Terminal 3. Everything was very fast, food options are good and wifi is free."
7754,It’s good. The only reason I would give it this rating is because there is nothing special about it.
7755,"Sky harbor most days is an easy and quick airport to get through, TSA is always pretty fast and they are actually surprisingly nice. If you're lucky enough to fly through terminal 3, definitely grab some Shake Shack! Make sure you have plenty of time before your flight though as they are often quite busy."
7756,TSA PreCheck today was so slow. I think the one guy manning the belt entry into the x-ray had a crush on the girl reading the x-ray. He kept talking to her and walking to where she was while folks standing in the snail line were waiting on the little baskets to empty pockets. No biggie though.
7757,"Was in a bit of a rush, but great airport to do so. The tram came frequently and there is little distance to cover"
7758,A bit outdated to be honest but very clean and lots of dining/shopping options and friendly staff. Also worth noting you can go airside to shop/dine without a boarding pass via MyPITPass
7759,"Very easy to navigate, easy to get to the car rentals from baggage claim area. Just curious to see how the airport will be when the new terminal is completed."
7760,Big airport with small volume. Old and needs updating. It is also about 22 miles from Pittsburgh and the people that work there are strange.
7761,"Clean with very friendly staff. My only complaint is being from Pittsburgh, most of the airport is somewhat outdated and could use some modernization."
7762,Great airport and will get better once renovations are completed! It is currently however sad to see the airport in almost abandoned state after its glory days!
7763,Pittsburgh international airport is definitely one of my favorites. Has absolutely anything you need and most of the time security is a breeze
7765,"Amazing airport in my mind, all the times I've flown through it security has been a breeze and an efficient ramp team to get the planes out in time!"
7767,"Portland overall currently is a nice airport. As of December 2023, they are remodeling the airport. It takes a while to get to concourse C, but you get to walk through a cool area. There is also plenty of food options in concourse C, and in E. Getting to the airport takes a while from the western Portland metro area. Check-in is normally not busy during the day, and the last time I was there, security was excellent. There is also plenty of lounge space throughout, with a cool little theater in concourse C."
7768,"The airport is easy to reach, and inside the terminal there are nice restaurants and shops. Overall the airport is clean and not too crowded."
7769,"Smooth check-in and entrance thru security. Good wifi and fairly priced food, water fountains are available."
7770,"The Portland Airport is easy to get to and the traffic, while busy is fairly controlled and orderly. I didn't have to wait in security long due to having Precheck, but the regular line seemed to be short and moving smoothly."
